,idx,prediction
39508,39508,16
39509,39509,34
39510,39510,19
39511,39511,26
39512,39512,26
39513,39513,16
39514,39514,39
39515,39515,28
39516,39516,34
39517,39517,37
39518,39518,35
39519,39519,28
39520,39520,20
39521,39521,28
39522,39522,19
39523,39523,38
39524,39524,16
39525,39525,31
39526,39526,24
39527,39527,37
39528,39528,24
39529,39529,28
39530,39530,10
39531,39531,28
39532,39532,28
39533,39533,22
39534,39534,16
39535,39535,16
39536,39536,20
39537,39537,22
39538,39538,8
39539,39539,16
39540,39540,16
39541,39541,31
39542,39542,22
39543,39543,8
39544,39544,4
39545,39545,16
39546,39546,19
39547,39547,26
39548,39548,24
39549,39549,31
39550,39550,2
39551,39551,28
39552,39552,28
39553,39553,15
39554,39554,27
39555,39555,34
39556,39556,5
39557,39557,34
39558,39558,28
39559,39559,13
39560,39560,4
39561,39561,10
39562,39562,28
39563,39563,34
39564,39564,37
39565,39565,34
39566,39566,16
39567,39567,10
39568,39568,9
39569,39569,36
39570,39570,9
39571,39571,13
39572,39572,19
39573,39573,16
39574,39574,2
39575,39575,30
39576,39576,29
39577,39577,16
39578,39578,28
39579,39579,16
39580,39580,2
39581,39581,16
39582,39582,8
39583,39583,23
39584,39584,13
39585,39585,27
39586,39586,28
39587,39587,30
39588,39588,24
39589,39589,27
39590,39590,24
39591,39591,4
39592,39592,28
39593,39593,2
39594,39594,30
39595,39595,10
39596,39596,26
39597,39597,2
39598,39598,16
39599,39599,24
39600,39600,34
39601,39601,30
39602,39602,16
39603,39603,24
39604,39604,2
39605,39605,16
39606,39606,27
39607,39607,16
39608,39608,8
39609,39609,30
39610,39610,30
39611,39611,30
39612,39612,5
39613,39613,28
39614,39614,16
39615,39615,5
39616,39616,32
39617,39617,36
39618,39618,8
39619,39619,16
39620,39620,16
39621,39621,28
39622,39622,24
39623,39623,28
39624,39624,30
39625,39625,5
39626,39626,16
39627,39627,36
39628,39628,30
39629,39629,24
39630,39630,28
39631,39631,28
39632,39632,24
39633,39633,28
39634,39634,8
39635,39635,16
39636,39636,16
39637,39637,16
39638,39638,10
39639,39639,26
39640,39640,30
39641,39641,9
39642,39642,10
39643,39643,24
39644,39644,27
39645,39645,16
39646,39646,34
39647,39647,8
39648,39648,2
39649,39649,16
39650,39650,27
39651,39651,34
39652,39652,31
39653,39653,22
39654,39654,31
39655,39655,24
39656,39656,24
39657,39657,30
39658,39658,2
39659,39659,2
39660,39660,28
39661,39661,24
39662,39662,34
39663,39663,2
39664,39664,10
39665,39665,28
39666,39666,8
39667,39667,28
39668,39668,24
39669,39669,16
39670,39670,19
39671,39671,5
39672,39672,26
39673,39673,16
39674,39674,24
39675,39675,28
39676,39676,16
39677,39677,16
39678,39678,24
39679,39679,34
39680,39680,30
39681,39681,16
39682,39682,20
39683,39683,15
39684,39684,16
39685,39685,24
39686,39686,20
39687,39687,24
39688,39688,16
39689,39689,30
39690,39690,19
39691,39691,28
39692,39692,27
39693,39693,31
39694,39694,24
39695,39695,16
39696,39696,27
39697,39697,34
39698,39698,16
39699,39699,28
39700,39700,5
39701,39701,30
39702,39702,16
39703,39703,5
39704,39704,16
39705,39705,16
39706,39706,8
39707,39707,28
39708,39708,23
39709,39709,28
39710,39710,16
39711,39711,30
39712,39712,13
39713,39713,28
39714,39714,16
39715,39715,3
39716,39716,30
39717,39717,34
39718,39718,28
39719,39719,39
39720,39720,10
39721,39721,28
39722,39722,8
39723,39723,28
39724,39724,28
39725,39725,26
39726,39726,28
39727,39727,2
39728,39728,28
39729,39729,36
39730,39730,16
39731,39731,30
39732,39732,34
39733,39733,4
39734,39734,28
39735,39735,26
39736,39736,16
39737,39737,28
39738,39738,23
39739,39739,24
39740,39740,0
39741,39741,28
39742,39742,4
39743,39743,22
39744,39744,28
39745,39745,34
39746,39746,28
39747,39747,2
39748,39748,36
39749,39749,28
39750,39750,16
39751,39751,28
39752,39752,4
39753,39753,16
39754,39754,28
39755,39755,23
39756,39756,8
39757,39757,36
39758,39758,5
39759,39759,26
39760,39760,34
39761,39761,37
39762,39762,24
39763,39763,34
39764,39764,36
39765,39765,26
39766,39766,2
39767,39767,27
39768,39768,10
39769,39769,30
39770,39770,30
39771,39771,16
39772,39772,28
39773,39773,2
39774,39774,34
39775,39775,30
39776,39776,28
39777,39777,30
39778,39778,23
39779,39779,24
39780,39780,9
39781,39781,5
39782,39782,28
39783,39783,20
39784,39784,16
39785,39785,10
39786,39786,36
39787,39787,33
39788,39788,24
39789,39789,28
39790,39790,13
39791,39791,30
39792,39792,38
39793,39793,4
39794,39794,30
39795,39795,14
39796,39796,37
39797,39797,9
39798,39798,34
39799,39799,10
39800,39800,28
39801,39801,37
39802,39802,8
39803,39803,10
39804,39804,4
39805,39805,28
39806,39806,30
39807,39807,28
39808,39808,28
39809,39809,5
39810,39810,36
39811,39811,28
39812,39812,24
39813,39813,38
39814,39814,37
39815,39815,2
39816,39816,28
39817,39817,28
39818,39818,20
39819,39819,4
39820,39820,14
39821,39821,28
39822,39822,31
39823,39823,34
39824,39824,16
39825,39825,24
39826,39826,39
39827,39827,34
39828,39828,28
39829,39829,24
39830,39830,16
39831,39831,26
39832,39832,24
39833,39833,30
39834,39834,9
39835,39835,16
39836,39836,28
39837,39837,10
39838,39838,34
39839,39839,16
39840,39840,8
39841,39841,28
39842,39842,30
39843,39843,28
39844,39844,24
39845,39845,30
39846,39846,20
39847,39847,37
39848,39848,28
39849,39849,2
39850,39850,24
39851,39851,10
39852,39852,33
39853,39853,37
39854,39854,16
39855,39855,2
39856,39856,28
39857,39857,24
39858,39858,8
39859,39859,16
39860,39860,5
39861,39861,38
39862,39862,16
39863,39863,25
39864,39864,24
39865,39865,34
39866,39866,28
39867,39867,3
39868,39868,23
39869,39869,28
39870,39870,8
39871,39871,16
39872,39872,9
39873,39873,28
39874,39874,16
39875,39875,14
39876,39876,28
39877,39877,9
39878,39878,16
39879,39879,28
39880,39880,16
39881,39881,28
39882,39882,5
39883,39883,34
39884,39884,4
39885,39885,9
39886,39886,5
39887,39887,24
39888,39888,34
39889,39889,28
39890,39890,30
39891,39891,31
39892,39892,16
39893,39893,28
39894,39894,34
39895,39895,36
39896,39896,31
39897,39897,28
39898,39898,28
39899,39899,28
39900,39900,11
39901,39901,36
39902,39902,24
39903,39903,36
39904,39904,10
39905,39905,10
39906,39906,16
39907,39907,4
39908,39908,28
39909,39909,9
39910,39910,10
39911,39911,16
39912,39912,30
39913,39913,16
39914,39914,28
39915,39915,26
39916,39916,28
39917,39917,26
39918,39918,34
39919,39919,5
39920,39920,24
39921,39921,28
39922,39922,2
39923,39923,28
39924,39924,2
39925,39925,28
39926,39926,28
39927,39927,16
39928,39928,26
39929,39929,2
39930,39930,28
39931,39931,28
39932,39932,16
39933,39933,30
39934,39934,34
39935,39935,37
39936,39936,4
39937,39937,19
39938,39938,10
39939,39939,5
39940,39940,28
39941,39941,2
39942,39942,23
39943,39943,28
39944,39944,16
39945,39945,34
39946,39946,38
39947,39947,9
39948,39948,24
39949,39949,37
39950,39950,4
39951,39951,2
39952,39952,30
39953,39953,24
39954,39954,14
39955,39955,16
39956,39956,16
39957,39957,8
39958,39958,2
39959,39959,16
39960,39960,2
39961,39961,32
39962,39962,34
39963,39963,28
39964,39964,30
39965,39965,37
39966,39966,28
39967,39967,24
39968,39968,5
39969,39969,4
39970,39970,9
39971,39971,2
39972,39972,8
39973,39973,24
39974,39974,24
39975,39975,10
39976,39976,16
39977,39977,4
39978,39978,31
39979,39979,1
39980,39980,2
39981,39981,10
39982,39982,28
39983,39983,9
39984,39984,37
39985,39985,2
39986,39986,10
39987,39987,26
39988,39988,28
39989,39989,2
39990,39990,10
39991,39991,34
39992,39992,31
39993,39993,13
39994,39994,23
39995,39995,20
39996,39996,6
39997,39997,34
39998,39998,30
39999,39999,39
40000,40000,34
40001,40001,28
40002,40002,17
40003,40003,36
40004,40004,37
40005,40005,5
40006,40006,5
40007,40007,28
40008,40008,10
40009,40009,5
40010,40010,10
40011,40011,19
40012,40012,16
40013,40013,13
40014,40014,16
40015,40015,9
40016,40016,2
40017,40017,34
40018,40018,2
40019,40019,33
40020,40020,28
40021,40021,32
40022,40022,2
40023,40023,38
40024,40024,28
40025,40025,23
40026,40026,24
40027,40027,28
40028,40028,34
40029,40029,16
40030,40030,28
40031,40031,34
40032,40032,20
40033,40033,24
40034,40034,8
40035,40035,2
40036,40036,10
40037,40037,38
40038,40038,28
40039,40039,10
40040,40040,30
40041,40041,26
40042,40042,28
40043,40043,28
40044,40044,34
40045,40045,16
40046,40046,8
40047,40047,24
40048,40048,33
40049,40049,28
40050,40050,9
40051,40051,24
40052,40052,9
40053,40053,5
40054,40054,19
40055,40055,23
40056,40056,38
40057,40057,28
40058,40058,4
40059,40059,33
40060,40060,28
40061,40061,28
40062,40062,8
40063,40063,5
40064,40064,16
40065,40065,9
40066,40066,8
40067,40067,27
40068,40068,8
40069,40069,8
40070,40070,34
40071,40071,28
40072,40072,3
40073,40073,36
40074,40074,2
40075,40075,10
40076,40076,26
40077,40077,23
40078,40078,13
40079,40079,2
40080,40080,34
40081,40081,28
40082,40082,28
40083,40083,2
40084,40084,28
40085,40085,28
40086,40086,30
40087,40087,8
40088,40088,22
40089,40089,28
40090,40090,16
40091,40091,34
40092,40092,26
40093,40093,28
40094,40094,28
40095,40095,28
40096,40096,28
40097,40097,28
40098,40098,28
40099,40099,36
40100,40100,10
40101,40101,8
40102,40102,28
40103,40103,28
40104,40104,8
40105,40105,28
40106,40106,26
40107,40107,28
40108,40108,2
40109,40109,30
40110,40110,4
40111,40111,30
40112,40112,24
40113,40113,22
40114,40114,22
40115,40115,37
40116,40116,24
40117,40117,20
40118,40118,28
40119,40119,24
40120,40120,2
40121,40121,24
40122,40122,10
40123,40123,10
40124,40124,26
40125,40125,36
40126,40126,16
40127,40127,28
40128,40128,34
40129,40129,4
40130,40130,5
40131,40131,28
40132,40132,24
40133,40133,16
40134,40134,28
40135,40135,2
40136,40136,24
40137,40137,24
40138,40138,13
40139,40139,11
40140,40140,34
40141,40141,28
40142,40142,7
40143,40143,5
40144,40144,28
40145,40145,24
40146,40146,28
40147,40147,8
40148,40148,28
40149,40149,33
40150,40150,9
40151,40151,2
40152,40152,24
40153,40153,24
40154,40154,24
40155,40155,31
40156,40156,26
40157,40157,4
40158,40158,24
40159,40159,39
40160,40160,26
40161,40161,34
40162,40162,10
40163,40163,28
40164,40164,22
40165,40165,28
40166,40166,16
40167,40167,28
40168,40168,37
40169,40169,16
40170,40170,24
40171,40171,34
40172,40172,9
40173,40173,8
40174,40174,28
40175,40175,24
40176,40176,5
40177,40177,2
40178,40178,28
40179,40179,8
40180,40180,8
40181,40181,16
40182,40182,33
40183,40183,2
40184,40184,0
40185,40185,28
40186,40186,20
40187,40187,4
40188,40188,38
40189,40189,28
40190,40190,10
40191,40191,36
40192,40192,9
40193,40193,34
40194,40194,5
40195,40195,28
40196,40196,5
40197,40197,26
40198,40198,5
40199,40199,24
40200,40200,30
40201,40201,36
40202,40202,36
40203,40203,38
40204,40204,19
40205,40205,28
40206,40206,26
40207,40207,16
40208,40208,28
40209,40209,16
40210,40210,16
40211,40211,37
40212,40212,5
40213,40213,28
40214,40214,16
40215,40215,19
40216,40216,36
40217,40217,36
40218,40218,10
40219,40219,28
40220,40220,8
40221,40221,8
40222,40222,30
40223,40223,16
40224,40224,20
40225,40225,16
40226,40226,10
40227,40227,24
40228,40228,4
40229,40229,28
40230,40230,16
40231,40231,16
40232,40232,30
40233,40233,24
40234,40234,34
40235,40235,13
40236,40236,24
40237,40237,16
40238,40238,30
40239,40239,10
40240,40240,10
40241,40241,28
40242,40242,19
40243,40243,19
40244,40244,16
40245,40245,26
40246,40246,23
40247,40247,16
40248,40248,23
40249,40249,28
40250,40250,28
40251,40251,28
40252,40252,16
40253,40253,34
40254,40254,3
40255,40255,16
40256,40256,28
40257,40257,4
40258,40258,31
40259,40259,30
40260,40260,16
40261,40261,24
40262,40262,16
40263,40263,24
40264,40264,16
40265,40265,26
40266,40266,16
40267,40267,25
40268,40268,16
40269,40269,24
40270,40270,23
40271,40271,16
40272,40272,9
40273,40273,28
40274,40274,34
40275,40275,16
40276,40276,36
40277,40277,26
40278,40278,30
40279,40279,25
40280,40280,24
40281,40281,5
40282,40282,16
40283,40283,28
40284,40284,28
40285,40285,10
40286,40286,30
40287,40287,5
40288,40288,16
40289,40289,10
40290,40290,28
40291,40291,30
40292,40292,24
40293,40293,30
40294,40294,34
40295,40295,16
40296,40296,28
40297,40297,24
40298,40298,18
40299,40299,28
40300,40300,27
40301,40301,5
40302,40302,10
40303,40303,13
40304,40304,28
40305,40305,28
40306,40306,6
40307,40307,5
40308,40308,37
40309,40309,16
40310,40310,8
40311,40311,24
40312,40312,9
40313,40313,10
40314,40314,23
40315,40315,28
40316,40316,16
40317,40317,16
40318,40318,34
40319,40319,33
40320,40320,6
40321,40321,16
40322,40322,34
40323,40323,16
40324,40324,28
40325,40325,2
40326,40326,16
40327,40327,34
40328,40328,4
40329,40329,5
40330,40330,28
40331,40331,16
40332,40332,4
40333,40333,5
40334,40334,24
40335,40335,4
40336,40336,20
40337,40337,30
40338,40338,16
40339,40339,27
40340,40340,16
40341,40341,16
40342,40342,28
40343,40343,28
40344,40344,4
40345,40345,24
40346,40346,33
40347,40347,9
40348,40348,24
40349,40349,19
40350,40350,16
40351,40351,16
40352,40352,16
40353,40353,36
40354,40354,28
40355,40355,34
40356,40356,24
40357,40357,9
40358,40358,16
40359,40359,16
40360,40360,16
40361,40361,26
40362,40362,30
40363,40363,16
40364,40364,16
40365,40365,15
40366,40366,4
40367,40367,2
40368,40368,16
40369,40369,16
40370,40370,10
40371,40371,34
40372,40372,28
40373,40373,16
40374,40374,16
40375,40375,10
40376,40376,16
40377,40377,16
40378,40378,8
40379,40379,28
40380,40380,37
40381,40381,27
40382,40382,30
40383,40383,16
40384,40384,10
40385,40385,6
40386,40386,16
40387,40387,24
40388,40388,30
40389,40389,2
40390,40390,30
40391,40391,16
40392,40392,15
40393,40393,16
40394,40394,28
40395,40395,30
40396,40396,22
40397,40397,10
40398,40398,23
40399,40399,8
40400,40400,2
40401,40401,16
40402,40402,27
40403,40403,24
40404,40404,9
40405,40405,27
40406,40406,16
40407,40407,30
40408,40408,28
40409,40409,16
40410,40410,24
40411,40411,34
40412,40412,34
40413,40413,30
40414,40414,24
40415,40415,2
40416,40416,31
40417,40417,16
40418,40418,16
40419,40419,34
40420,40420,28
40421,40421,27
40422,40422,34
40423,40423,30
40424,40424,27
40425,40425,20
40426,40426,28
40427,40427,37
40428,40428,4
40429,40429,20
40430,40430,2
40431,40431,24
40432,40432,36
40433,40433,4
40434,40434,16
40435,40435,34
40436,40436,28
40437,40437,34
40438,40438,36
40439,40439,28
40440,40440,30
40441,40441,8
40442,40442,9
40443,40443,31
40444,40444,10
40445,40445,31
40446,40446,16
40447,40447,5
40448,40448,16
40449,40449,24
40450,40450,9
40451,40451,24
40452,40452,34
40453,40453,8
40454,40454,2
40455,40455,16
40456,40456,28
40457,40457,10
40458,40458,4
40459,40459,28
40460,40460,34
40461,40461,5
40462,40462,8
40463,40463,16
40464,40464,30
40465,40465,38
40466,40466,10
40467,40467,16
40468,40468,16
40469,40469,28
40470,40470,27
40471,40471,28
40472,40472,33
40473,40473,30
40474,40474,16
40475,40475,28
40476,40476,36
40477,40477,22
40478,40478,3
40479,40479,10
40480,40480,22
40481,40481,28
40482,40482,28
40483,40483,28
40484,40484,28
40485,40485,33
40486,40486,24
40487,40487,34
40488,40488,13
40489,40489,28
40490,40490,2
40491,40491,22
40492,40492,9
40493,40493,23
40494,40494,39
40495,40495,2
40496,40496,28
40497,40497,10
40498,40498,20
40499,40499,13
40500,40500,8
40501,40501,10
40502,40502,16
40503,40503,34
40504,40504,20
40505,40505,28
40506,40506,10
40507,40507,2
40508,40508,16
40509,40509,34
40510,40510,10
40511,40511,34
40512,40512,28
40513,40513,36
40514,40514,16
40515,40515,36
40516,40516,28
40517,40517,18
40518,40518,34
40519,40519,24
40520,40520,28
40521,40521,22
40522,40522,34
40523,40523,16
40524,40524,28
40525,40525,28
40526,40526,28
40527,40527,39
40528,40528,13
40529,40529,34
40530,40530,27
40531,40531,34
40532,40532,2
40533,40533,38
40534,40534,10
40535,40535,9
40536,40536,16
40537,40537,10
40538,40538,2
40539,40539,22
40540,40540,31
40541,40541,16
40542,40542,28
40543,40543,13
40544,40544,31
40545,40545,16
40546,40546,28
40547,40547,16
40548,40548,36
40549,40549,10
40550,40550,28
40551,40551,28
40552,40552,28
40553,40553,28
40554,40554,36
40555,40555,34
40556,40556,26
40557,40557,2
40558,40558,24
40559,40559,2
40560,40560,28
40561,40561,28
40562,40562,9
40563,40563,5
40564,40564,10
40565,40565,39
40566,40566,16
40567,40567,9
40568,40568,10
40569,40569,16
40570,40570,4
40571,40571,16
40572,40572,34
40573,40573,28
40574,40574,28
40575,40575,26
40576,40576,28
40577,40577,26
40578,40578,2
40579,40579,28
40580,40580,34
40581,40581,24
40582,40582,28
40583,40583,2
40584,40584,14
40585,40585,2
40586,40586,16
40587,40587,8
40588,40588,16
40589,40589,31
40590,40590,31
40591,40591,34
40592,40592,5
40593,40593,16
40594,40594,8
40595,40595,33
40596,40596,16
40597,40597,20
40598,40598,10
40599,40599,34
40600,40600,26
40601,40601,4
40602,40602,10
40603,40603,28
40604,40604,27
40605,40605,10
40606,40606,5
40607,40607,10
40608,40608,28
40609,40609,38
40610,40610,34
40611,40611,30
40612,40612,27
40613,40613,5
40614,40614,28
40615,40615,33
40616,40616,8
40617,40617,22
40618,40618,4
40619,40619,28
40620,40620,20
40621,40621,34
40622,40622,28
40623,40623,36
40624,40624,19
40625,40625,28
40626,40626,28
40627,40627,10
40628,40628,2
40629,40629,30
40630,40630,28
40631,40631,16
40632,40632,27
40633,40633,37
40634,40634,37
40635,40635,5
40636,40636,16
40637,40637,34
40638,40638,10
40639,40639,2
40640,40640,29
40641,40641,8
40642,40642,8
40643,40643,33
40644,40644,2
40645,40645,9
40646,40646,2
40647,40647,2
40648,40648,23
40649,40649,24
40650,40650,2
40651,40651,16
40652,40652,34
40653,40653,16
40654,40654,8
40655,40655,28
40656,40656,28
40657,40657,5
40658,40658,38
40659,40659,22
40660,40660,9
40661,40661,9
40662,40662,34
40663,40663,14
40664,40664,28
40665,40665,2
40666,40666,34
40667,40667,10
40668,40668,28
40669,40669,10
40670,40670,37
40671,40671,31
40672,40672,9
40673,40673,16
40674,40674,10
40675,40675,28
40676,40676,24
40677,40677,8
40678,40678,24
40679,40679,28
40680,40680,0
40681,40681,24
40682,40682,34
40683,40683,28
40684,40684,23
40685,40685,33
40686,40686,10
40687,40687,38
40688,40688,28
40689,40689,28
40690,40690,8
40691,40691,16
40692,40692,28
40693,40693,30
40694,40694,30
40695,40695,24
40696,40696,16
40697,40697,2
40698,40698,10
40699,40699,10
40700,40700,34
40701,40701,38
40702,40702,8
40703,40703,28
40704,40704,31
40705,40705,10
40706,40706,9
40707,40707,10
40708,40708,28
40709,40709,13
40710,40710,6
40711,40711,28
40712,40712,9
40713,40713,16
40714,40714,2
40715,40715,23
40716,40716,38
40717,40717,28
40718,40718,26
40719,40719,4
40720,40720,39
40721,40721,16
40722,40722,26
40723,40723,16
40724,40724,39
40725,40725,28
40726,40726,36
40727,40727,2
40728,40728,26
40729,40729,36
40730,40730,27
40731,40731,31
40732,40732,27
40733,40733,22
40734,40734,37
40735,40735,26
40736,40736,16
40737,40737,28
40738,40738,8
40739,40739,24
40740,40740,2
40741,40741,19
40742,40742,2
40743,40743,36
40744,40744,39
40745,40745,24
40746,40746,37
40747,40747,30
40748,40748,31
40749,40749,4
40750,40750,28
40751,40751,31
40752,40752,28
40753,40753,8
40754,40754,28
40755,40755,26
40756,40756,2
40757,40757,28
40758,40758,28
40759,40759,8
40760,40760,38
40761,40761,28
40762,40762,28
40763,40763,2
40764,40764,38
40765,40765,31
40766,40766,14
40767,40767,19
40768,40768,26
40769,40769,32
40770,40770,26
40771,40771,28
40772,40772,24
40773,40773,10
40774,40774,4
40775,40775,28
40776,40776,26
40777,40777,28
40778,40778,28
40779,40779,34
40780,40780,28
40781,40781,28
40782,40782,8
40783,40783,28
40784,40784,8
40785,40785,16
40786,40786,10
40787,40787,28
40788,40788,33
40789,40789,22
40790,40790,34
40791,40791,16
40792,40792,10
40793,40793,30
40794,40794,16
40795,40795,26
40796,40796,28
40797,40797,2
40798,40798,28
40799,40799,10
40800,40800,9
40801,40801,24
40802,40802,33
40803,40803,28
40804,40804,30
40805,40805,28
40806,40806,4
40807,40807,26
40808,40808,28
40809,40809,37
40810,40810,10
40811,40811,28
40812,40812,28
40813,40813,13
40814,40814,28
40815,40815,2
40816,40816,28
40817,40817,23
40818,40818,19
40819,40819,2
40820,40820,8
40821,40821,16
40822,40822,5
40823,40823,2
40824,40824,16
40825,40825,2
40826,40826,24
40827,40827,28
40828,40828,24
40829,40829,27
40830,40830,28
40831,40831,28
40832,40832,24
40833,40833,28
40834,40834,28
40835,40835,26
40836,40836,24
40837,40837,32
40838,40838,24
40839,40839,8
40840,40840,10
40841,40841,28
40842,40842,5
40843,40843,34
40844,40844,28
40845,40845,30
40846,40846,28
40847,40847,28
40848,40848,26
40849,40849,30
40850,40850,28
40851,40851,10
40852,40852,24
40853,40853,24
40854,40854,32
40855,40855,16
40856,40856,32
40857,40857,28
40858,40858,26
40859,40859,4
40860,40860,37
40861,40861,39
40862,40862,24
40863,40863,8
40864,40864,16
40865,40865,31
40866,40866,38
40867,40867,28
40868,40868,34
40869,40869,16
40870,40870,27
40871,40871,4
40872,40872,24
40873,40873,28
40874,40874,38
40875,40875,8
40876,40876,28
40877,40877,24
40878,40878,30
40879,40879,28
40880,40880,8
40881,40881,16
40882,40882,19
40883,40883,10
40884,40884,36
40885,40885,22
40886,40886,39
40887,40887,4
40888,40888,5
40889,40889,24
40890,40890,28
40891,40891,4
40892,40892,26
40893,40893,16
40894,40894,30
40895,40895,9
40896,40896,24
40897,40897,24
40898,40898,27
40899,40899,26
40900,40900,28
40901,40901,5
40902,40902,16
40903,40903,16
40904,40904,16
40905,40905,8
40906,40906,8
40907,40907,4
40908,40908,34
40909,40909,38
40910,40910,34
40911,40911,2
40912,40912,20
40913,40913,2
40914,40914,30
40915,40915,28
40916,40916,30
40917,40917,30
40918,40918,28
40919,40919,25
40920,40920,20
40921,40921,34
40922,40922,3
40923,40923,28
40924,40924,3
40925,40925,36
40926,40926,30
40927,40927,16
40928,40928,5
40929,40929,23
40930,40930,24
40931,40931,30
40932,40932,16
40933,40933,36
40934,40934,28
40935,40935,20
40936,40936,31
40937,40937,2
40938,40938,5
40939,40939,16
40940,40940,4
40941,40941,16
40942,40942,28
40943,40943,8
40944,40944,16
40945,40945,8
40946,40946,37
40947,40947,23
40948,40948,30
40949,40949,28
40950,40950,24
40951,40951,28
40952,40952,3
40953,40953,24
40954,40954,30
40955,40955,24
40956,40956,10
40957,40957,28
40958,40958,16
40959,40959,38
40960,40960,5
40961,40961,16
40962,40962,24
40963,40963,28
40964,40964,3
40965,40965,16
40966,40966,23
40967,40967,26
40968,40968,4
40969,40969,34
40970,40970,30
40971,40971,22
40972,40972,28
40973,40973,22
40974,40974,28
40975,40975,16
40976,40976,10
40977,40977,34
40978,40978,27
40979,40979,10
40980,40980,24
40981,40981,16
40982,40982,38
40983,40983,26
40984,40984,8
40985,40985,34
40986,40986,10
40987,40987,24
40988,40988,24
40989,40989,19
40990,40990,34
40991,40991,30
40992,40992,16
40993,40993,28
40994,40994,16
40995,40995,36
40996,40996,26
40997,40997,23
40998,40998,10
40999,40999,10
41000,41000,23
41001,41001,26
41002,41002,16
41003,41003,24
41004,41004,28
41005,41005,31
41006,41006,16
41007,41007,34
41008,41008,34
41009,41009,2
41010,41010,30
41011,41011,19
41012,41012,26
41013,41013,19
41014,41014,30
41015,41015,8
41016,41016,19
41017,41017,16
41018,41018,36
41019,41019,2
41020,41020,37
41021,41021,16
41022,41022,16
41023,41023,28
41024,41024,19
41025,41025,24
41026,41026,4
41027,41027,10
41028,41028,28
41029,41029,16
41030,41030,25
41031,41031,16
41032,41032,3
41033,41033,23
41034,41034,38
41035,41035,36
41036,41036,2
41037,41037,24
41038,41038,16
41039,41039,16
41040,41040,30
41041,41041,5
41042,41042,30
41043,41043,16
41044,41044,34
41045,41045,28
41046,41046,30
41047,41047,16
41048,41048,19
41049,41049,30
41050,41050,26
41051,41051,20
41052,41052,8
41053,41053,28
41054,41054,16
41055,41055,4
41056,41056,4
41057,41057,30
41058,41058,24
41059,41059,16
41060,41060,8
41061,41061,26
41062,41062,6
41063,41063,16
41064,41064,16
41065,41065,30
41066,41066,16
41067,41067,27
41068,41068,16
41069,41069,20
41070,41070,16
41071,41071,16
41072,41072,24
41073,41073,27
41074,41074,25
41075,41075,28
41076,41076,24
41077,41077,16
41078,41078,30
41079,41079,10
41080,41080,16
41081,41081,31
41082,41082,5
41083,41083,28
41084,41084,4
41085,41085,8
41086,41086,16
41087,41087,16
41088,41088,6
41089,41089,28
41090,41090,34
41091,41091,16
41092,41092,16
41093,41093,20
41094,41094,28
41095,41095,20
41096,41096,24
41097,41097,16
41098,41098,37
41099,41099,28
41100,41100,28
41101,41101,16
41102,41102,34
41103,41103,27
41104,41104,28
41105,41105,28
41106,41106,36
41107,41107,34
41108,41108,30
41109,41109,25
41110,41110,34
41111,41111,5
41112,41112,8
41113,41113,26
41114,41114,22
41115,41115,5
41116,41116,28
41117,41117,10
41118,41118,28
41119,41119,10
41120,41120,30
41121,41121,9
41122,41122,4
41123,41123,34
41124,41124,9
41125,41125,26
41126,41126,28
41127,41127,28
41128,41128,28
41129,41129,19
41130,41130,9
41131,41131,28
41132,41132,27
41133,41133,16
41134,41134,16
41135,41135,34
41136,41136,8
41137,41137,28
41138,41138,28
41139,41139,28
41140,41140,10
41141,41141,8
41142,41142,30
41143,41143,5
41144,41144,16
41145,41145,34
41146,41146,36
41147,41147,24
41148,41148,20
41149,41149,5
41150,41150,9
41151,41151,28
41152,41152,19
41153,41153,16
41154,41154,34
41155,41155,16
41156,41156,28
41157,41157,19
41158,41158,24
41159,41159,22
41160,41160,34
41161,41161,22
41162,41162,28
41163,41163,20
41164,41164,2
41165,41165,10
41166,41166,27
41167,41167,28
41168,41168,24
41169,41169,30
41170,41170,16
41171,41171,16
41172,41172,21
41173,41173,20
41174,41174,28
41175,41175,28
41176,41176,16
41177,41177,34
41178,41178,16
41179,41179,33
41180,41180,8
41181,41181,28
41182,41182,16
41183,41183,20
41184,41184,36
41185,41185,27
41186,41186,28
41187,41187,2
41188,41188,28
41189,41189,20
41190,41190,34
41191,41191,28
41192,41192,28
41193,41193,28
41194,41194,20
41195,41195,28
41196,41196,14
41197,41197,10
41198,41198,26
41199,41199,10
41200,41200,28
41201,41201,10
41202,41202,16
41203,41203,34
41204,41204,20
41205,41205,5
41206,41206,8
41207,41207,28
41208,41208,10
41209,41209,24
41210,41210,34
41211,41211,23
41212,41212,13
41213,41213,2
41214,41214,37
41215,41215,36
41216,41216,16
41217,41217,22
41218,41218,11
41219,41219,24
41220,41220,8
41221,41221,28
41222,41222,34
41223,41223,24
41224,41224,33
41225,41225,37
41226,41226,10
41227,41227,36
41228,41228,10
41229,41229,28
41230,41230,24
41231,41231,5
41232,41232,30
41233,41233,27
41234,41234,38
41235,41235,30
41236,41236,26
41237,41237,16
41238,41238,34
41239,41239,9
41240,41240,5
41241,41241,28
41242,41242,31
41243,41243,10
41244,41244,34
41245,41245,28
41246,41246,10
41247,41247,10
41248,41248,2
41249,41249,10
41250,41250,16
41251,41251,22
41252,41252,1
41253,41253,30
41254,41254,9
41255,41255,9
41256,41256,10
